facility_id,lob,covenant_type,current_value,covenant_limit,status,reporting_date
F0081_03,Corporate Banking,Cash Flow Leverage,5.58,4.0,Violation,2023-06-30
F0081_03,Corporate Banking,Liquidity,2.07,1.0,Compliant,2023-06-30
F0081_03,Corporate Banking,Fixed Charge Coverage,1.76,1.25,Compliant,2023-09-30
F0081_03,Corporate Banking,Cash Flow Leverage,4.47,4.0,Violation,2023-09-30
F0081_03,Corporate Banking,Liquidity,2.07,1.0,Compliant,2023-09-30
F0081_03,Corporate Banking,Fixed Charge Coverage,1.58,1.25,Compliant,2023-12-31
F0081_03,Corporate Banking,Cash Flow Leverage,5.43,4.0,Violation,2023-12-31
F0081_03,Corporate Banking,Liquidity,1.81,1.0,Compliant,2023-12-31
F0081_03,Corporate Banking,Fixed Charge Coverage,2.28,1.25,Compliant,2024-03-31
F0081_03,Corporate Banking,Cash Flow Leverage,5.97,4.0,Violation,2024-03-31
F0081_03,Corporate Banking,Liquidity,2.07,1.0,Compliant,2024-03-31
F0081_03,Corporate Banking,Fixed Charge Coverage,1.9,1.25,Compliant,2024-06-30
F0081_03,Corporate Banking,Cash Flow Leverage,5.5,4.0,Violation,2024-06-30
F0081_03,Corporate Banking,Liquidity,1.85,1.0,Compliant,2024-06-30
F0081_03,Corporate Banking,Fixed Charge Coverage,2.34,1.25,Compliant,2024-09-30
F0081_03,Corporate Banking,Cash Flow Leverage,5.09,4.0,Violation,2024-09-30
F0081_03,Corporate Banking,Liquidity,1.92,1.0,Compliant,2024-09-30
F0081_03,Corporate Banking,Fixed Charge Coverage,1.98,1.25,Compliant,2024-12-31
F0081_03,Corporate Banking,Cash Flow Leverage,5.92,4.0,Violation,2024-12-31
F0081_03,Corporate Banking,Liquidity,1.84,1.0,Compliant,2024-12-31
F0081_03,Corporate Banking,Fixed Charge Coverage,1.67,1.25,Compliant,2025-03-31
F0081_03,Corporate Banking,Cash Flow Leverage,5.06,4.0,Violation,2025-03-31
F0081_03,Corporate Banking,Liquidity,1.52,1.0,Compliant,2025-03-31
F0081_03,Corporate Banking,Fixed Charge Coverage,1.25,1.25,Compliant,2025-06-30
F0081_03,Corporate Banking,Cash Flow Leverage,5.6,4.0,Violation,2025-06-30
F0081_03,Corporate Banking,Liquidity,1.82,1.0,Compliant,2025-06-30
F0081_03,Corporate Banking,Fixed Charge Coverage,1.67,1.25,Compliant,2025-09-30
F0081_03,Corporate Banking,Cash Flow Leverage,5.26,4.0,Violation,2025-09-30
F0081_03,Corporate Banking,Liquidity,1.9,1.0,Compliant,2025-09-30
F0082_01,Corporate Banking,Fixed Charge Coverage,2.48,1.25,Compliant,2022-03-31
F0082_01,Corporate Banking,Cash Flow Leverage,4.06,4.0,Violation,2022-03-31
F0082_01,Corporate Banking,Liquidity,1.58,1.0,Compliant,2022-03-31
F0082_01,Corporate Banking,Fixed Charge Coverage,2.37,1.25,Compliant,2022-06-30
F0082_01,Corporate Banking,Cash Flow Leverage,3.73,4.0,Compliant,2022-06-30
F0082_01,Corporate Banking,Liquidity,1.26,1.0,Compliant,2022-06-30
F0082_01,Corporate Banking,Fixed Charge Coverage,2.31,1.25,Compliant,2022-09-30
F0082_01,Corporate Banking,Cash Flow Leverage,4.28,4.0,Violation,2022-09-30
F0082_01,Corporate Banking,Liquidity,1.54,1.0,Compliant,2022-09-30
F0082_01,Corporate Banking,Fixed Charge Coverage,2.46,1.25,Compliant,2022-12-31
F0082_01,Corporate Banking,Cash Flow Leverage,3.27,4.0,Compliant,2022-12-31
F0082_01,Corporate Banking,Liquidity,0.91,1.0,Violation,2022-12-31
F0082_01,Corporate Banking,Fixed Charge Coverage,1.97,1.25,Compliant,2023-03-31
F0082_01,Corporate Banking,Cash Flow Leverage,3.23,4.0,Compliant,2023-03-31
F0082_01,Corporate Banking,Liquidity,1.19,1.0,Compliant,2023-03-31
F0082_01,Corporate Banking,Fixed Charge Coverage,2.06,1.25,Compliant,2023-06-30
F0082_01,Corporate Banking,Cash Flow Leverage,3.79,4.0,Compliant,2023-06-30
F0082_01,Corporate Banking,Liquidity,1.59,1.0,Compliant,2023-06-30
F0082_01,Corporate Banking,Fixed Charge Coverage,2.73,1.25,Compliant,2023-09-30
F0082_01,Corporate Banking,Cash Flow Leverage,3.15,4.0,Compliant,2023-09-30
F0082_01,Corporate Banking,Liquidity,1.34,1.0,Compliant,2023-09-30
F0082_01,Corporate Banking,Fixed Charge Coverage,3.2,1.25,Compliant,2023-12-31
F0082_01,Corporate Banking,Cash Flow Leverage,2.95,4.0,Compliant,2023-12-31
F0082_01,Corporate Banking,Liquidity,1.47,1.0,Compliant,2023-12-31
F0082_01,Corporate Banking,Fixed Charge Coverage,2.21,1.25,Compliant,2024-03-31
F0082_01,Corporate Banking,Cash Flow Leverage,3.74,4.0,Compliant,2024-03-31
F0082_01,Corporate Banking,Liquidity,1.23,1.0,Compliant,2024-03-31
F0082_01,Corporate Banking,Fixed Charge Coverage,2.19,1.25,Compliant,2024-06-30
F0082_01,Corporate Banking,Cash Flow Leverage,4.35,4.0,Violation,2024-06-30
F0082_01,Corporate Banking,Liquidity,1.87,1.0,Compliant,2024-06-30
F0082_01,Corporate Banking,Fixed Charge Coverage,2.92,1.25,Compliant,2024-09-30
F0082_01,Corporate Banking,Cash Flow Leverage,2.87,4.0,Compliant,2024-09-30
F0082_01,Corporate Banking,Liquidity,1.6,1.0,Compliant,2024-09-30
F0082_01,Corporate Banking,Fixed Charge Coverage,2.64,1.25,Compliant,2024-12-31
F0082_01,Corporate Banking,Cash Flow Leverage,3.66,4.0,Compliant,2024-12-31
F0082_01,Corporate Banking,Liquidity,1.3,1.0,Compliant,2024-12-31
F0082_01,Corporate Banking,Fixed Charge Coverage,2.47,1.25,Compliant,2025-03-31
F0082_01,Corporate Banking,Cash Flow Leverage,3.19,4.0,Compliant,2025-03-31
F0082_01,Corporate Banking,Liquidity,1.09,1.0,Compliant,2025-03-31
F0082_01,Corporate Banking,Fixed Charge Coverage,2.4,1.25,Compliant,2025-06-30
F0082_01,Corporate Banking,Cash Flow Leverage,4.29,4.0,Violation,2025-06-30
F0082_01,Corporate Banking,Liquidity,1.33,1.0,Compliant,2025-06-30
F0082_01,Corporate Banking,Fixed Charge Coverage,2.58,1.25,Compliant,2025-09-30
F0082_01,Corporate Banking,Cash Flow Leverage,3.65,4.0,Compliant,2025-09-30
F0082_01,Corporate Banking,Liquidity,1.57,1.0,Compliant,2025-09-30
F0082_02,Corporate Banking,Fixed Charge Coverage,3.2,1.25,Compliant,2023-09-30
F0082_02,Corporate Banking,Cash Flow Leverage,5.33,4.0,Violation,2023-09-30
F0082_02,Corporate Banking,Liquidity,1.59,1.0,Compliant,2023-09-30
F0082_02,Corporate Banking,Fixed Charge Coverage,4.64,1.25,Compliant,2023-12-31
F0082_02,Corporate Banking,Cash Flow Leverage,5.73,4.0,Violation,2023-12-31
F0082_02,Corporate Banking,Liquidity,1.3,1.0,Compliant,2023-12-31
F0082_02,Corporate Banking,Fixed Charge Coverage,3.57,1.25,Compliant,2024-03-31
F0082_02,Corporate Banking,Cash Flow Leverage,4.86,4.0,Violation,2024-03-31
F0082_02,Corporate Banking,Liquidity,1.35,1.0,Compliant,2024-03-31
F0082_02,Corporate Banking,Fixed Charge Coverage,3.66,1.25,Compliant,2024-06-30
F0082_02,Corporate Banking,Cash Flow Leverage,6.1,4.0,Violation,2024-06-30
F0082_02,Corporate Banking,Liquidity,1.24,1.0,Compliant,2024-06-30
F0082_02,Corporate Banking,Fixed Charge Coverage,3.66,1.25,Compliant,2024-09-30
F0082_02,Corporate Banking,Cash Flow Leverage,6.32,4.0,Violation,2024-09-30
F0082_02,Corporate Banking,Liquidity,1.2,1.0,Compliant,2024-09-30
F0082_02,Corporate Banking,Fixed Charge Coverage,3.94,1.25,Compliant,2024-12-31
F0082_02,Corporate Banking,Cash Flow Leverage,6.06,4.0,Violation,2024-12-31
F0082_02,Corporate Banking,Liquidity,1.35,1.0,Compliant,2024-12-31
F0082_02,Corporate Banking,Fixed Charge Coverage,3.84,1.25,Compliant,2025-03-31
F0082_02,Corporate Banking,Cash Flow Leverage,6.13,4.0,Violation,2025-03-31
F0082_02,Corporate Banking,Liquidity,1.32,1.0,Compliant,2025-03-31
F0082_02,Corporate Banking,Fixed Charge Coverage,3.37,1.25,Compliant,2025-06-30
F0082_02,Corporate Banking,Cash Flow Leverage,5.98,4.0,Violation,2025-06-30
F0082_02,Corporate Banking,Liquidity,1.15,1.0,Compliant,2025-06-30
F0082_02,Corporate Banking,Fixed Charge Coverage,2.83,1.25,Compliant,2025-09-30
F0082_02,Corporate Banking,Cash Flow Leverage,5.42,4.0,Violation,2025-09-30
F0082_02,Corporate Banking,Liquidity,1.66,1.0,Compliant,2025-09-30
F0082_03,Corporate Banking,Fixed Charge Coverage,2.51,1.25,Compliant,2021-06-30
F0082_03,Corporate Banking,Cash Flow Leverage,3.86,4.0,Compliant,2021-06-30
F0082_03,Corporate Banking,Liquidity,1.25,1.0,Compliant,2021-06-30
F0082_03,Corporate Banking,Fixed Charge Coverage,1.89,1.25,Compliant,2021-09-30
F0082_03,Corporate Banking,Cash Flow Leverage,3.84,4.0,Compliant,2021-09-30
F0082_03,Corporate Banking,Liquidity,1.19,1.0,Compliant,2021-09-30
F0082_03,Corporate Banking,Fixed Charge Coverage,2.03,1.25,Compliant,2021-12-31
F0082_03,Corporate Banking,Cash Flow Leverage,3.72,4.0,Compliant,2021-12-31
F0082_03,Corporate Banking,Liquidity,1.61,1.0,Compliant,2021-12-31
F0082_03,Corporate Banking,Fixed Charge Coverage,2.69,1.25,Compliant,2022-03-31
F0082_03,Corporate Banking,Cash Flow Leverage,4.28,4.0,Violation,2022-03-31
F0082_03,Corporate Banking,Liquidity,1.42,1.0,Compliant,2022-03-31
F0082_03,Corporate Banking,Fixed Charge Coverage,1.97,1.25,Compliant,2022-06-30
F0082_03,Corporate Banking,Cash Flow Leverage,3.65,4.0,Compliant,2022-06-30
F0082_03,Corporate Banking,Liquidity,0.93,1.0,Violation,2022-06-30
F0082_03,Corporate Banking,Fixed Charge Coverage,2.09,1.25,Compliant,2022-09-30
F0082_03,Corporate Banking,Cash Flow Leverage,4.3,4.0,Violation,2022-09-30
F0082_03,Corporate Banking,Liquidity,1.27,1.0,Compliant,2022-09-30
F0082_03,Corporate Banking,Fixed Charge Coverage,1.66,1.25,Compliant,2022-12-31
F0082_03,Corporate Banking,Cash Flow Leverage,4.36,4.0,Violation,2022-12-31
F0082_03,Corporate Banking,Liquidity,1.49,1.0,Compliant,2022-12-31
F0082_03,Corporate Banking,Fixed Charge Coverage,1.87,1.25,Compliant,2023-03-31
F0082_03,Corporate Banking,Cash Flow Leverage,4.46,4.0,Violation,2023-03-31
F0082_03,Corporate Banking,Liquidity,1.31,1.0,Compliant,2023-03-31
F0082_03,Corporate Banking,Fixed Charge Coverage,2.4,1.25,Compliant,2023-06-30
F0082_03,Corporate Banking,Cash Flow Leverage,4.31,4.0,Violation,2023-06-30
F0082_03,Corporate Banking,Liquidity,1.12,1.0,Compliant,2023-06-30
F0082_03,Corporate Banking,Fixed Charge Coverage,2.18,1.25,Compliant,2023-09-30
F0082_03,Corporate Banking,Cash Flow Leverage,4.06,4.0,Violation,2023-09-30
F0082_03,Corporate Banking,Liquidity,1.07,1.0,Compliant,2023-09-30
F0082_03,Corporate Banking,Fixed Charge Coverage,2.18,1.25,Compliant,2023-12-31
F0082_03,Corporate Banking,Cash Flow Leverage,4.34,4.0,Violation,2023-12-31
F0082_03,Corporate Banking,Liquidity,1.25,1.0,Compliant,2023-12-31
F0082_03,Corporate Banking,Fixed Charge Coverage,2.07,1.25,Compliant,2024-03-31
F0082_03,Corporate Banking,Cash Flow Leverage,4.85,4.0,Violation,2024-03-31
F0082_03,Corporate Banking,Liquidity,1.62,1.0,Compliant,2024-03-31
F0082_03,Corporate Banking,Fixed Charge Coverage,2.32,1.25,Compliant,2024-06-30
F0082_03,Corporate Banking,Cash Flow Leverage,4.07,4.0,Violation,2024-06-30
F0082_03,Corporate Banking,Liquidity,1.83,1.0,Compliant,2024-06-30
F0082_03,Corporate Banking,Fixed Charge Coverage,2.52,1.25,Compliant,2024-09-30
F0082_03,Corporate Banking,Cash Flow Leverage,4.79,4.0,Violation,2024-09-30
F0082_03,Corporate Banking,Liquidity,1.55,1.0,Compliant,2024-09-30
F0082_03,Corporate Banking,Fixed Charge Coverage,2.8,1.25,Compliant,2024-12-31
F0082_03,Corporate Banking,Cash Flow Leverage,4.46,4.0,Violation,2024-12-31
F0082_03,Corporate Banking,Liquidity,1.35,1.0,Compliant,2024-12-31
F0082_03,Corporate Banking,Fixed Charge Coverage,2.04,1.25,Compliant,2025-03-31
F0082_03,Corporate Banking,Cash Flow Leverage,3.88,4.0,Compliant,2025-03-31
F0082_03,Corporate Banking,Liquidity,1.45,1.0,Compliant,2025-03-31
F0082_03,Corporate Banking,Fixed Charge Coverage,2.37,1.25,Compliant,2025-06-30
F0082_03,Corporate Banking,Cash Flow Leverage,3.61,4.0,Compliant,2025-06-30
F0082_03,Corporate Banking,Liquidity,1.58,1.0,Compliant,2025-06-30
F0082_03,Corporate Banking,Fixed Charge Coverage,1.6,1.25,Compliant,2025-09-30
F0082_03,Corporate Banking,Cash Flow Leverage,4.24,4.0,Violation,2025-09-30
F0082_03,Corporate Banking,Liquidity,1.75,1.0,Compliant,2025-09-30
F0083_01,Corporate Banking,Fixed Charge Coverage,1.79,1.25,Compliant,2023-06-30
F0083_01,Corporate Banking,Cash Flow Leverage,5.61,4.0,Violation,2023-06-30
F0083_01,Corporate Banking,Liquidity,1.82,1.0,Compliant,2023-06-30
F0083_01,Corporate Banking,Fixed Charge Coverage,2.17,1.25,Compliant,2023-09-30
F0083_01,Corporate Banking,Cash Flow Leverage,5.31,4.0,Violation,2023-09-30
F0083_01,Corporate Banking,Liquidity,2.25,1.0,Compliant,2023-09-30
F0083_01,Corporate Banking,Fixed Charge Coverage,2.22,1.25,Compliant,2023-12-31
F0083_01,Corporate Banking,Cash Flow Leverage,4.72,4.0,Violation,2023-12-31
F0083_01,Corporate Banking,Liquidity,1.8,1.0,Compliant,2023-12-31
F0083_01,Corporate Banking,Fixed Charge Coverage,2.48,1.25,Compliant,2024-03-31
F0083_01,Corporate Banking,Cash Flow Leverage,4.76,4.0,Violation,2024-03-31
F0083_01,Corporate Banking,Liquidity,2.03,1.0,Compliant,2024-03-31
F0083_01,Corporate Banking,Fixed Charge Coverage,2.55,1.25,Compliant,2024-06-30
F0083_01,Corporate Banking,Cash Flow Leverage,5.18,4.0,Violation,2024-06-30
F0083_01,Corporate Banking,Liquidity,2.08,1.0,Compliant,2024-06-30
F0083_01,Corporate Banking,Fixed Charge Coverage,1.79,1.25,Compliant,2024-09-30
F0083_01,Corporate Banking,Cash Flow Leverage,5.32,4.0,Violation,2024-09-30
F0083_01,Corporate Banking,Liquidity,1.99,1.0,Compliant,2024-09-30
F0083_01,Corporate Banking,Fixed Charge Coverage,2.21,1.25,Compliant,2024-12-31
F0083_01,Corporate Banking,Cash Flow Leverage,5.29,4.0,Violation,2024-12-31
F0083_01,Corporate Banking,Liquidity,1.83,1.0,Compliant,2024-12-31
F0083_01,Corporate Banking,Fixed Charge Coverage,1.86,1.25,Compliant,2025-03-31
F0083_01,Corporate Banking,Cash Flow Leverage,4.61,4.0,Violation,2025-03-31
F0083_01,Corporate Banking,Liquidity,1.86,1.0,Compliant,2025-03-31
F0083_01,Corporate Banking,Fixed Charge Coverage,2.11,1.25,Compliant,2025-06-30
F0083_01,Corporate Banking,Cash Flow Leverage,5.67,4.0,Violation,2025-06-30
F0083_01,Corporate Banking,Liquidity,2.05,1.0,Compliant,2025-06-30
F0083_01,Corporate Banking,Fixed Charge Coverage,1.84,1.25,Compliant,2025-09-30
F0083_01,Corporate Banking,Cash Flow Leverage,5.54,4.0,Violation,2025-09-30
F0083_01,Corporate Banking,Liquidity,2.26,1.0,Compliant,2025-09-30
F0084_01,Corporate Banking,Fixed Charge Coverage,2.45,1.25,Compliant,2023-03-31
F0084_01,Corporate Banking,Cash Flow Leverage,3.08,4.0,Compliant,2023-03-31
F0084_01,Corporate Banking,Liquidity,1.84,1.0,Compliant,2023-03-31
F0084_01,Corporate Banking,Fixed Charge Coverage,2.76,1.25,Compliant,2023-06-30
F0084_01,Corporate Banking,Cash Flow Leverage,2.94,4.0,Compliant,2023-06-30
F0084_01,Corporate Banking,Liquidity,2.42,1.0,Compliant,2023-06-30
F0084_01,Corporate Banking,Fixed Charge Coverage,2.41,1.25,Compliant,2023-09-30
F0084_01,Corporate Banking,Cash Flow Leverage,2.24,4.0,Compliant,2023-09-30
F0084_01,Corporate Banking,Liquidity,2.19,1.0,Compliant,2023-09-30
F0084_01,Corporate Banking,Fixed Charge Coverage,3.06,1.25,Compliant,2023-12-31
F0084_01,Corporate Banking,Cash Flow Leverage,3.24,4.0,Compliant,2023-12-31
F0084_01,Corporate Banking,Liquidity,2.0,1.0,Compliant,2023-12-31
F0084_01,Corporate Banking,Fixed Charge Coverage,2.1,1.25,Compliant,2024-03-31
F0084_01,Corporate Banking,Cash Flow Leverage,2.47,4.0,Compliant,2024-03-31
F0084_01,Corporate Banking,Liquidity,2.05,1.0,Compliant,2024-03-31
F0084_01,Corporate Banking,Fixed Charge Coverage,2.81,1.25,Compliant,2024-06-30
F0084_01,Corporate Banking,Cash Flow Leverage,2.81,4.0,Compliant,2024-06-30
F0084_01,Corporate Banking,Liquidity,1.94,1.0,Compliant,2024-06-30
F0084_01,Corporate Banking,Fixed Charge Coverage,2.9,1.25,Compliant,2024-09-30
F0084_01,Corporate Banking,Cash Flow Leverage,3.05,4.0,Compliant,2024-09-30
F0084_01,Corporate Banking,Liquidity,1.7,1.0,Compliant,2024-09-30
F0084_01,Corporate Banking,Fixed Charge Coverage,2.51,1.25,Compliant,2024-12-31
F0084_01,Corporate Banking,Cash Flow Leverage,2.47,4.0,Compliant,2024-12-31
F0084_01,Corporate Banking,Liquidity,1.98,1.0,Compliant,2024-12-31
F0084_01,Corporate Banking,Fixed Charge Coverage,2.53,1.25,Compliant,2025-03-31
F0084_01,Corporate Banking,Cash Flow Leverage,2.91,4.0,Compliant,2025-03-31
F0084_01,Corporate Banking,Liquidity,2.02,1.0,Compliant,2025-03-31
F0084_01,Corporate Banking,Fixed Charge Coverage,2.1,1.25,Compliant,2025-06-30
F0084_01,Corporate Banking,Cash Flow Leverage,2.47,4.0,Compliant,2025-06-30
F0084_01,Corporate Banking,Liquidity,1.95,1.0,Compliant,2025-06-30
F0084_01,Corporate Banking,Fixed Charge Coverage,2.39,1.25,Compliant,2025-09-30
F0084_01,Corporate Banking,Cash Flow Leverage,3.37,4.0,Compliant,2025-09-30
F0084_01,Corporate Banking,Liquidity,2.27,1.0,Compliant,2025-09-30
F0084_02,Corporate Banking,Fixed Charge Coverage,2.27,1.25,Compliant,2021-06-30
F0084_02,Corporate Banking,Cash Flow Leverage,6.06,4.0,Violation,2021-06-30
F0084_02,Corporate Banking,Liquidity,2.41,1.0,Compliant,2021-06-30
F0084_02,Corporate Banking,Fixed Charge Coverage,2.21,1.25,Compliant,2021-09-30
F0084_02,Corporate Banking,Cash Flow Leverage,5.55,4.0,Violation,2021-09-30
F0084_02,Corporate Banking,Liquidity,2.87,1.0,Compliant,2021-09-30
F0084_02,Corporate Banking,Fixed Charge Coverage,2.41,1.25,Compliant,2021-12-31
F0084_02,Corporate Banking,Cash Flow Leverage,5.78,4.0,Violation,2021-12-31
F0084_02,Corporate Banking,Liquidity,2.36,1.0,Compliant,2021-12-31
F0084_02,Corporate Banking,Fixed Charge Coverage,2.45,1.25,Compliant,2022-03-31
F0084_02,Corporate Banking,Cash Flow Leverage,5.33,4.0,Violation,2022-03-31
F0084_02,Corporate Banking,Liquidity,2.82,1.0,Compliant,2022-03-31
F0084_02,Corporate Banking,Fixed Charge Coverage,2.4,1.25,Compliant,2022-06-30
F0084_02,Corporate Banking,Cash Flow Leverage,5.69,4.0,Violation,2022-06-30
F0084_02,Corporate Banking,Liquidity,2.91,1.0,Compliant,2022-06-30
F0084_02,Corporate Banking,Fixed Charge Coverage,2.66,1.25,Compliant,2022-09-30
F0084_02,Corporate Banking,Cash Flow Leverage,5.64,4.0,Violation,2022-09-30
F0084_02,Corporate Banking,Liquidity,2.6,1.0,Compliant,2022-09-30
F0084_02,Corporate Banking,Fixed Charge Coverage,2.23,1.25,Compliant,2022-12-31
F0084_02,Corporate Banking,Cash Flow Leverage,5.19,4.0,Violation,2022-12-31
F0084_02,Corporate Banking,Liquidity,2.8,1.0,Compliant,2022-12-31
F0084_02,Corporate Banking,Fixed Charge Coverage,2.16,1.25,Compliant,2023-03-31
F0084_02,Corporate Banking,Cash Flow Leverage,5.72,4.0,Violation,2023-03-31
F0084_02,Corporate Banking,Liquidity,2.34,1.0,Compliant,2023-03-31
F0084_02,Corporate Banking,Fixed Charge Coverage,2.29,1.25,Compliant,2023-06-30
F0084_02,Corporate Banking,Cash Flow Leverage,5.8,4.0,Violation,2023-06-30
F0084_02,Corporate Banking,Liquidity,2.44,1.0,Compliant,2023-06-30
F0084_02,Corporate Banking,Fixed Charge Coverage,2.16,1.25,Compliant,2023-09-30
F0084_02,Corporate Banking,Cash Flow Leverage,6.67,4.0,Violation,2023-09-30
F0084_02,Corporate Banking,Liquidity,2.53,1.0,Compliant,2023-09-30
F0084_02,Corporate Banking,Fixed Charge Coverage,2.51,1.25,Compliant,2023-12-31
F0084_02,Corporate Banking,Cash Flow Leverage,4.93,4.0,Violation,2023-12-31
F0084_02,Corporate Banking,Liquidity,2.3,1.0,Compliant,2023-12-31
F0084_02,Corporate Banking,Fixed Charge Coverage,2.23,1.25,Compliant,2024-03-31
F0084_02,Corporate Banking,Cash Flow Leverage,6.12,4.0,Violation,2024-03-31
F0084_02,Corporate Banking,Liquidity,2.58,1.0,Compliant,2024-03-31
F0084_02,Corporate Banking,Fixed Charge Coverage,2.37,1.25,Compliant,2024-06-30
F0084_02,Corporate Banking,Cash Flow Leverage,6.09,4.0,Violation,2024-06-30
F0084_02,Corporate Banking,Liquidity,2.7,1.0,Compliant,2024-06-30
F0084_02,Corporate Banking,Fixed Charge Coverage,1.8,1.25,Compliant,2024-09-30
F0084_02,Corporate Banking,Cash Flow Leverage,5.79,4.0,Violation,2024-09-30
F0084_02,Corporate Banking,Liquidity,2.77,1.0,Compliant,2024-09-30
F0084_02,Corporate Banking,Fixed Charge Coverage,2.47,1.25,Compliant,2024-12-31
F0084_02,Corporate Banking,Cash Flow Leverage,5.62,4.0,Violation,2024-12-31
F0084_02,Corporate Banking,Liquidity,2.44,1.0,Compliant,2024-12-31
F0084_02,Corporate Banking,Fixed Charge Coverage,2.66,1.25,Compliant,2025-03-31
F0084_02,Corporate Banking,Cash Flow Leverage,6.08,4.0,Violation,2025-03-31
F0084_02,Corporate Banking,Liquidity,2.4,1.0,Compliant,2025-03-31
F0084_02,Corporate Banking,Fixed Charge Coverage,2.7,1.25,Compliant,2025-06-30
F0084_02,Corporate Banking,Cash Flow Leverage,5.65,4.0,Violation,2025-06-30
F0084_02,Corporate Banking,Liquidity,2.34,1.0,Compliant,2025-06-30
F0084_02,Corporate Banking,Fixed Charge Coverage,1.8,1.25,Compliant,2025-09-30
F0084_02,Corporate Banking,Cash Flow Leverage,5.67,4.0,Violation,2025-09-30
F0084_02,Corporate Banking,Liquidity,2.63,1.0,Compliant,2025-09-30
F0085_01,Corporate Banking,Fixed Charge Coverage,3.99,1.25,Compliant,2023-09-30
F0085_01,Corporate Banking,Cash Flow Leverage,5.41,4.0,Violation,2023-09-30
F0085_01,Corporate Banking,Liquidity,1.21,1.0,Compliant,2023-09-30
F0085_01,Corporate Banking,Fixed Charge Coverage,3.76,1.25,Compliant,2023-12-31
F0085_01,Corporate Banking,Cash Flow Leverage,5.72,4.0,Violation,2023-12-31
F0085_01,Corporate Banking,Liquidity,1.33,1.0,Compliant,2023-12-31
F0085_01,Corporate Banking,Fixed Charge Coverage,3.46,1.25,Compliant,2024-03-31
F0085_01,Corporate Banking,Cash Flow Leverage,5.45,4.0,Violation,2024-03-31
F0085_01,Corporate Banking,Liquidity,0.95,1.0,Violation,2024-03-31
F0085_01,Corporate Banking,Fixed Charge Coverage,3.81,1.25,Compliant,2024-06-30
F0085_01,Corporate Banking,Cash Flow Leverage,5.23,4.0,Violation,2024-06-30
F0085_01,Corporate Banking,Liquidity,1.31,1.0,Compliant,2024-06-30
F0085_01,Corporate Banking,Fixed Charge Coverage,3.88,1.25,Compliant,2024-09-30
F0085_01,Corporate Banking,Cash Flow Leverage,5.0,4.0,Violation,2024-09-30
F0085_01,Corporate Banking,Liquidity,0.75,1.0,Violation,2024-09-30
F0085_01,Corporate Banking,Fixed Charge Coverage,3.93,1.25,Compliant,2024-12-31
F0085_01,Corporate Banking,Cash Flow Leverage,5.12,4.0,Violation,2024-12-31
F0085_01,Corporate Banking,Liquidity,1.21,1.0,Compliant,2024-12-31
F0085_01,Corporate Banking,Fixed Charge Coverage,3.84,1.25,Compliant,2025-03-31
F0085_01,Corporate Banking,Cash Flow Leverage,5.68,4.0,Violation,2025-03-31
F0085_01,Corporate Banking,Liquidity,1.06,1.0,Compliant,2025-03-31
F0085_01,Corporate Banking,Fixed Charge Coverage,3.74,1.25,Compliant,2025-06-30
F0085_01,Corporate Banking,Cash Flow Leverage,5.72,4.0,Violation,2025-06-30
F0085_01,Corporate Banking,Liquidity,0.94,1.0,Violation,2025-06-30
F0085_01,Corporate Banking,Fixed Charge Coverage,4.51,1.25,Compliant,2025-09-30
F0085_01,Corporate Banking,Cash Flow Leverage,6.08,4.0,Violation,2025-09-30
F0085_01,Corporate Banking,Liquidity,1.09,1.0,Compliant,2025-09-30
F0085_02,Corporate Banking,Fixed Charge Coverage,2.09,1.25,Compliant,2022-12-31
F0085_02,Corporate Banking,Cash Flow Leverage,3.0,4.0,Compliant,2022-12-31
F0085_02,Corporate Banking,Liquidity,1.88,1.0,Compliant,2022-12-31
F0085_02,Corporate Banking,Fixed Charge Coverage,2.28,1.25,Compliant,2023-03-31
F0085_02,Corporate Banking,Cash Flow Leverage,2.94,4.0,Compliant,2023-03-31
F0085_02,Corporate Banking,Liquidity,2.51,1.0,Compliant,2023-03-31
F0085_02,Corporate Banking,Fixed Charge Coverage,2.19,1.25,Compliant,2023-06-30
F0085_02,Corporate Banking,Cash Flow Leverage,3.0,4.0,Compliant,2023-06-30
F0085_02,Corporate Banking,Liquidity,2.25,1.0,Compliant,2023-06-30
F0085_02,Corporate Banking,Fixed Charge Coverage,2.14,1.25,Compliant,2023-09-30
F0085_02,Corporate Banking,Cash Flow Leverage,2.5,4.0,Compliant,2023-09-30
F0085_02,Corporate Banking,Liquidity,2.17,1.0,Compliant,2023-09-30
F0085_02,Corporate Banking,Fixed Charge Coverage,2.1,1.25,Compliant,2023-12-31
F0085_02,Corporate Banking,Cash Flow Leverage,2.98,4.0,Compliant,2023-12-31
F0085_02,Corporate Banking,Liquidity,2.23,1.0,Compliant,2023-12-31
F0085_02,Corporate Banking,Fixed Charge Coverage,1.98,1.25,Compliant,2024-03-31
F0085_02,Corporate Banking,Cash Flow Leverage,2.33,4.0,Compliant,2024-03-31
F0085_02,Corporate Banking,Liquidity,1.88,1.0,Compliant,2024-03-31
F0085_02,Corporate Banking,Fixed Charge Coverage,1.87,1.25,Compliant,2024-06-30
F0085_02,Corporate Banking,Cash Flow Leverage,2.52,4.0,Compliant,2024-06-30
F0085_02,Corporate Banking,Liquidity,1.86,1.0,Compliant,2024-06-30
F0085_02,Corporate Banking,Fixed Charge Coverage,1.66,1.25,Compliant,2024-09-30
