facility_id,obligor_name,obligor_rating,balance,origination_date,maturity_date,reporting_date,lob,industry,free_cash_flow,fixed_charge_coverage,cash_flow_leverage,liquidity,profitability,growth,sir,cre_property_type,msa,noi,property_value,dscr,ltv
F0107_01,Enterprises Systems International,10,3859005.64,2022-12-16,2026-06-25,2025-03-31,CRE,,,,,,,,,Hotel,Houston,400109.04,4969098.9,1.57,77.66
F0107_01,Enterprises Systems International,11,4228758.35,2022-12-16,2026-06-25,2025-06-30,CRE,,,,,,,,,Hotel,Houston,417502.69,5364182.68,1.1,78.83
F0107_01,Enterprises Systems International,12,3877924.53,2022-12-16,2026-06-25,2025-09-30,CRE,,,,,,,,,Hotel,Houston,407295.86,5128070.33,1.26,75.62
F0107_02,Enterprises Systems International,12,12920395.65,2023-05-03,2027-07-23,2023-06-30,CRE,,,,,,,,,Hotel,Houston,1201351.98,22904758.76,1.89,56.41
F0107_02,Enterprises Systems International,11,10895744.87,2023-05-03,2027-07-23,2023-09-30,CRE,,,,,,,,,Hotel,Houston,1403744.95,20994861.08,1.48,51.9
F0107_02,Enterprises Systems International,11,14012941.4,2023-05-03,2027-07-23,2023-12-31,CRE,,,,,,,,,Hotel,Houston,1548729.32,20512253.22,1.66,68.31
F0107_02,Enterprises Systems International,11,11524550.43,2023-05-03,2027-07-23,2024-03-31,CRE,,,,,,,,,Hotel,Houston,1345783.05,21498225.95,1.67,53.61
F0107_02,Enterprises Systems International,11,10839106.27,2023-05-03,2027-07-23,2024-06-30,CRE,,,,,,,,,Hotel,Houston,1453615.23,23160678.3,1.96,46.8
F0107_02,Enterprises Systems International,11,12656519.36,2023-05-03,2027-07-23,2024-09-30,CRE,,,,,,,,,Hotel,Houston,1391127.69,21101396.23,2.05,59.98
F0107_02,Enterprises Systems International,11,13357941.6,2023-05-03,2027-07-23,2024-12-31,CRE,,,,,,,,,Hotel,Houston,1408898.04,22699366.18,1.78,58.85
F0107_02,Enterprises Systems International,11,13238487.98,2023-05-03,2027-07-23,2025-03-31,CRE,,,,,,,,,Hotel,Houston,1289369.65,21253124.55,1.92,62.29
F0107_02,Enterprises Systems International,11,11738885.07,2023-05-03,2027-07-23,2025-06-30,CRE,,,,,,,,,Hotel,Houston,1320711.82,23115616.43,1.57,50.78
F0107_02,Enterprises Systems International,11,13393993.79,2023-05-03,2027-07-23,2025-09-30,CRE,,,,,,,,,Hotel,Houston,1498164.93,22551900.27,1.99,59.39
F0108_01,Advanced Tech Holdings,12,3820469.8,2022-05-28,2027-01-04,2022-06-30,CRE,,,,,,,,,Retail,Austin,496348.91,6580475.48,1.38,58.06
F0108_01,Advanced Tech Holdings,12,3658818.17,2022-05-28,2027-01-04,2022-09-30,CRE,,,,,,,,,Retail,Austin,547790.69,6226001.73,1.04,58.77
F0108_01,Advanced Tech Holdings,12,3723787.35,2022-05-28,2027-01-04,2022-12-31,CRE,,,,,,,,,Retail,Austin,459842.14,5896150.95,1.57,63.16
F0108_01,Advanced Tech Holdings,11,4042281.14,2022-05-28,2027-01-04,2023-03-31,CRE,,,,,,,,,Retail,Austin,543113.59,6708214.09,1.25,60.26
F0108_01,Advanced Tech Holdings,12,3691773.63,2022-05-28,2027-01-04,2023-06-30,CRE,,,,,,,,,Retail,Austin,445570.14,5903448.22,1.59,62.54
F0108_01,Advanced Tech Holdings,13,4710564.88,2022-05-28,2027-01-04,2023-09-30,CRE,,,,,,,,,Retail,Austin,552563.77,6523375.87,1.38,72.21
F0108_01,Advanced Tech Holdings,13,4320629.82,2022-05-28,2027-01-04,2023-12-31,CRE,,,,,,,,,Retail,Austin,443287.57,6377055.14,1.68,67.75
F0108_01,Advanced Tech Holdings,13,4512534.73,2022-05-28,2027-01-04,2024-03-31,CRE,,,,,,,,,Retail,Austin,442665.38,6047641.17,1.36,74.62
F0108_01,Advanced Tech Holdings,13,4113219.77,2022-05-28,2027-01-04,2024-06-30,CRE,,,,,,,,,Retail,Austin,503464.44,6654983.19,1.27,61.81
F0108_01,Advanced Tech Holdings,13,4177327.91,2022-05-28,2027-01-04,2024-09-30,CRE,,,,,,,,,Retail,Austin,477757.93,5815697.18,1.54,71.83
F0108_01,Advanced Tech Holdings,13,3896409.6,2022-05-28,2027-01-04,2024-12-31,CRE,,,,,,,,,Retail,Austin,464163.58,5517109.22,1.19,70.62
F0108_01,Advanced Tech Holdings,15,3775631.58,2022-05-28,2027-01-04,2025-03-31,CRE,,,,,,,,,Retail,Austin,521273.58,6058149.92,1.27,62.32
F0108_01,Advanced Tech Holdings,15,4306125.5,2022-05-28,2027-01-04,2025-06-30,CRE,,,,,,,,,Retail,Austin,467225.57,5979818.78,1.31,72.01
F0108_01,Advanced Tech Holdings,15,4335580.02,2022-05-28,2027-01-04,2025-09-30,CRE,,,,,,,,,Retail,Austin,388031.43,6209442.98,1.59,69.82
F0108_02,Advanced Tech Holdings,11,3485380.61,2024-07-10,2027-12-08,2024-09-30,CRE,,,,,,,,,Retail,Austin,469953.02,4516125.17,1.57,77.18
F0108_02,Advanced Tech Holdings,9,3620958.05,2024-07-10,2027-12-08,2024-12-31,CRE,,,,,,,,,Retail,Austin,384870.72,4734196.73,0.91,76.49
F0108_02,Advanced Tech Holdings,10,3054797.51,2024-07-10,2027-12-08,2025-03-31,CRE,,,,,,,,,Retail,Austin,410726.37,4884958.82,1.46,62.53
F0108_02,Advanced Tech Holdings,10,3250081.55,2024-07-10,2027-12-08,2025-06-30,CRE,,,,,,,,,Retail,Austin,428459.62,4486182.85,1.4,72.45
F0108_02,Advanced Tech Holdings,11,3415972.76,2024-07-10,2027-12-08,2025-09-30,CRE,,,,,,,,,Retail,Austin,434368.51,5198492.63,1.2,65.71
F0108_03,Advanced Tech Holdings,9,17313111.93,2021-10-23,2025-09-06,2021-12-31,CRE,,,,,,,,,Retail,Austin,1666753.87,26298799.33,1.95,65.83
F0108_03,Advanced Tech Holdings,10,17063623.74,2021-10-23,2025-09-06,2022-03-31,CRE,,,,,,,,,Retail,Austin,1849678.97,23881695.43,2.06,71.45
F0108_03,Advanced Tech Holdings,11,19411029.12,2021-10-23,2025-09-06,2022-06-30,CRE,,,,,,,,,Retail,Austin,1570631.29,24489481.48,2.31,79.26
F0108_03,Advanced Tech Holdings,12,17034726.81,2021-10-23,2025-09-06,2022-09-30,CRE,,,,,,,,,Retail,Austin,1903365.67,26610759.18,2.69,64.01
F0108_03,Advanced Tech Holdings,11,17680162.14,2021-10-23,2025-09-06,2022-12-31,CRE,,,,,,,,,Retail,Austin,1511103.08,23902358.24,2.37,73.97
F0108_03,Advanced Tech Holdings,11,17304604.65,2021-10-23,2025-09-06,2023-03-31,CRE,,,,,,,,,Retail,Austin,1749039.25,24438544.79,1.94,70.81
F0108_03,Advanced Tech Holdings,11,16445473.9,2021-10-23,2025-09-06,2023-06-30,CRE,,,,,,,,,Retail,Austin,1753005.54,26223182.29,2.32,62.71
F0108_03,Advanced Tech Holdings,12,17715200.62,2021-10-23,2025-09-06,2023-09-30,CRE,,,,,,,,,Retail,Austin,1766285.78,24013553.28,2.27,73.77
F0108_03,Advanced Tech Holdings,13,15589127.28,2021-10-23,2025-09-06,2023-12-31,CRE,,,,,,,,,Retail,Austin,1726700.4,25135007.24,2.09,62.02
F0108_03,Advanced Tech Holdings,13,21088256.02,2021-10-23,2025-09-06,2024-03-31,CRE,,,,,,,,,Retail,Austin,1562225.91,26070591.8,2.49,80.89
F0108_03,Advanced Tech Holdings,14,16849210.17,2021-10-23,2025-09-06,2024-06-30,CRE,,,,,,,,,Retail,Austin,1580090.78,25378285.86,2.31,66.39
F0108_03,Advanced Tech Holdings,14,15996586.35,2021-10-23,2025-09-06,2024-09-30,CRE,,,,,,,,,Retail,Austin,1553243.12,28755093.44,2.21,55.63
F0108_03,Advanced Tech Holdings,14,18075104.14,2021-10-23,2025-09-06,2024-12-31,CRE,,,,,,,,,Retail,Austin,1483113.01,23338689.99,2.2,77.45
F0108_03,Advanced Tech Holdings,17,16957488.57,2021-10-23,2025-09-06,2025-03-31,CRE,,,,,,,,13913537.91,Retail,Austin,1852365.64,23720327.29,2.17,71.49
F0108_03,Advanced Tech Holdings,17,16259342.42,2021-10-23,2025-09-06,2025-06-30,CRE,,,,,,,,10473458.86,Retail,Austin,1683981.37,25318215.31,2.3,64.22
F0109_01,Enterprises Tech Corp,6,2655754.58,2023-02-25,2025-08-22,2023-03-31,CRE,,,,,,,,,Retail,San Antonio,287028.07,4467930.6,1.68,59.44
F0109_01,Enterprises Tech Corp,6,2610511.96,2023-02-25,2025-08-22,2023-06-30,CRE,,,,,,,,,Retail,San Antonio,315441.04,4444500.36,1.65,58.74
F0109_01,Enterprises Tech Corp,6,2959311.86,2023-02-25,2025-08-22,2023-09-30,CRE,,,,,,,,,Retail,San Antonio,283558.45,4682363.5,1.71,63.2
F0109_01,Enterprises Tech Corp,6,2914828.64,2023-02-25,2025-08-22,2023-12-31,CRE,,,,,,,,,Retail,San Antonio,343569.33,4522177.6,2.0,64.46
F0109_01,Enterprises Tech Corp,7,2634179.94,2023-02-25,2025-08-22,2024-03-31,CRE,,,,,,,,,Retail,San Antonio,318003.53,4634185.3,1.54,56.84
F0109_01,Enterprises Tech Corp,7,2972135.69,2023-02-25,2025-08-22,2024-06-30,CRE,,,,,,,,,Retail,San Antonio,327221.88,4904152.49,1.46,60.6
F0109_01,Enterprises Tech Corp,8,2758828.16,2023-02-25,2025-08-22,2024-09-30,CRE,,,,,,,,,Retail,San Antonio,352980.9,4800906.2,1.63,57.46
F0109_01,Enterprises Tech Corp,8,3029176.07,2023-02-25,2025-08-22,2024-12-31,CRE,,,,,,,,,Retail,San Antonio,327194.37,4811814.58,1.69,62.95
F0109_01,Enterprises Tech Corp,8,2787403.08,2023-02-25,2025-08-22,2025-03-31,CRE,,,,,,,,,Retail,San Antonio,300215.55,5004057.56,1.8,55.7
F0109_01,Enterprises Tech Corp,8,2975148.37,2023-02-25,2025-08-22,2025-06-30,CRE,,,,,,,,,Retail,San Antonio,300836.83,4337473.57,1.83,68.59
F0109_01,Enterprises Tech Corp,8,2600828.37,2023-02-25,2025-08-22,2025-09-30,CRE,,,,,,,,,Retail,San Antonio,272733.88,4480852.59,1.65,58.04
F0109_02,Enterprises Tech Corp,8,13562677.29,2024-03-31,2029-04-12,2024-03-31,CRE,,,,,,,,,Retail,San Antonio,2023464.97,25818586.78,1.15,52.53
F0109_02,Enterprises Tech Corp,7,9876556.95,2024-03-31,2029-04-12,2024-06-30,CRE,,,,,,,,,Retail,San Antonio,1804673.51,27269034.52,1.44,36.22
F0109_02,Enterprises Tech Corp,5,9848523.65,2024-03-31,2029-04-12,2024-09-30,CRE,,,,,,,,,Retail,San Antonio,2317344.51,25940929.11,1.35,37.97
F0109_02,Enterprises Tech Corp,6,12380065.58,2024-03-31,2029-04-12,2024-12-31,CRE,,,,,,,,,Retail,San Antonio,1888756.64,26078250.68,1.16,47.47
F0109_02,Enterprises Tech Corp,7,11571577.94,2024-03-31,2029-04-12,2025-03-31,CRE,,,,,,,,,Retail,San Antonio,2171848.21,29504684.04,1.39,39.22
F0109_02,Enterprises Tech Corp,7,13385387.3,2024-03-31,2029-04-12,2025-06-30,CRE,,,,,,,,,Retail,San Antonio,2048352.51,24119609.01,1.24,55.5
F0109_02,Enterprises Tech Corp,6,12811825.77,2024-03-31,2029-04-12,2025-09-30,CRE,,,,,,,,,Retail,San Antonio,2356988.58,26208299.57,1.26,48.88
F0109_03,Enterprises Tech Corp,8,7923692.38,2020-12-23,2023-10-16,2020-12-31,CRE,,,,,,,,,Retail,San Antonio,1758065.74,16619403.01,2.65,47.68
F0109_03,Enterprises Tech Corp,7,6928784.96,2020-12-23,2023-10-16,2021-03-31,CRE,,,,,,,,,Retail,San Antonio,1399951.67,17666822.56,2.16,39.22
F0109_03,Enterprises Tech Corp,7,7450044.4,2020-12-23,2023-10-16,2021-06-30,CRE,,,,,,,,,Retail,San Antonio,1393052.45,18055683.57,2.1,41.26
F0109_03,Enterprises Tech Corp,7,6923949.54,2020-12-23,2023-10-16,2021-09-30,CRE,,,,,,,,,Retail,San Antonio,1562977.06,17128225.26,2.31,40.42
F0109_03,Enterprises Tech Corp,7,8052129.17,2020-12-23,2023-10-16,2021-12-31,CRE,,,,,,,,,Retail,San Antonio,1529885.38,16052995.33,2.17,50.16
F0109_03,Enterprises Tech Corp,7,6197224.96,2020-12-23,2023-10-16,2022-03-31,CRE,,,,,,,,,Retail,San Antonio,1490553.25,15035595.02,1.91,41.22
F0109_03,Enterprises Tech Corp,7,7405963.08,2020-12-23,2023-10-16,2022-06-30,CRE,,,,,,,,,Retail,San Antonio,1342630.48,16223556.9,2.31,45.65
F0109_03,Enterprises Tech Corp,9,6823858.44,2020-12-23,2023-10-16,2022-09-30,CRE,,,,,,,,,Retail,San Antonio,1506228.91,17267791.21,2.03,39.52
F0109_03,Enterprises Tech Corp,8,7443099.5,2020-12-23,2023-10-16,2022-12-31,CRE,,,,,,,,,Retail,San Antonio,1542854.94,17079801.87,2.04,43.58
F0109_03,Enterprises Tech Corp,7,5890222.87,2020-12-23,2023-10-16,2023-03-31,CRE,,,,,,,,,Retail,San Antonio,1647287.46,15957391.9,2.29,36.91
F0109_03,Enterprises Tech Corp,7,6089682.63,2020-12-23,2023-10-16,2023-06-30,CRE,,,,,,,,,Retail,San Antonio,1507970.29,17753378.64,1.49,34.3
F0109_03,Enterprises Tech Corp,7,5364867.19,2020-12-23,2023-10-16,2023-09-30,CRE,,,,,,,,,Retail,San Antonio,1494747.58,16921978.98,2.17,31.7
F0109_03,Enterprises Tech Corp,17,8185087.86,2020-12-23,2023-10-16,2023-12-31,CRE,,,,,,,,6110017.96,Retail,San Antonio,1444523.63,16525975.4,1.92,49.53
F0109_03,Enterprises Tech Corp,17,5817068.34,2020-12-23,2023-10-16,2024-03-31,CRE,,,,,,,,3933587.36,Retail,San Antonio,1447147.31,17814482.2,1.82,32.65
F0110_01,Partners Group International,8,3892908.2,2022-05-08,2028-02-21,2022-06-30,CRE,,,,,,,,,Industrial,Philadelphia,491072.18,7333795.35,0.85,53.08
F0110_01,Partners Group International,9,4332018.38,2022-05-08,2028-02-21,2022-09-30,CRE,,,,,,,,,Industrial,Philadelphia,457593.55,6570078.15,1.04,65.94
F0110_01,Partners Group International,9,4367628.79,2022-05-08,2028-02-21,2022-12-31,CRE,,,,,,,,,Industrial,Philadelphia,526276.23,6518739.86,1.25,67.0
F0110_01,Partners Group International,9,3866541.22,2022-05-08,2028-02-21,2023-03-31,CRE,,,,,,,,,Industrial,Philadelphia,455252.8,6586260.4,1.18,58.71
F0110_01,Partners Group International,9,5127514.94,2022-05-08,2028-02-21,2023-06-30,CRE,,,,,,,,,Industrial,Philadelphia,526867.33,6600412.77,1.28,77.68
F0110_01,Partners Group International,10,4037696.91,2022-05-08,2028-02-21,2023-09-30,CRE,,,,,,,,,Industrial,Philadelphia,538506.1,7114408.69,1.23,56.75
F0110_01,Partners Group International,10,5450198.28,2022-05-08,2028-02-21,2023-12-31,CRE,,,,,,,,,Industrial,Philadelphia,481243.13,6724034.69,1.43,81.06
F0110_01,Partners Group International,10,4665990.56,2022-05-08,2028-02-21,2024-03-31,CRE,,,,,,,,,Industrial,Philadelphia,561249.88,6453895.79,1.26,72.3
F0110_01,Partners Group International,10,3100244.11,2022-05-08,2028-02-21,2024-06-30,CRE,,,,,,,,,Industrial,Philadelphia,500810.0,7347204.18,1.34,42.2
F0110_01,Partners Group International,10,4114671.95,2022-05-08,2028-02-21,2024-09-30,CRE,,,,,,,,,Industrial,Philadelphia,517153.83,6985371.83,1.27,58.9
F0110_01,Partners Group International,10,5032490.69,2022-05-08,2028-02-21,2024-12-31,CRE,,,,,,,,,Industrial,Philadelphia,561761.71,7234920.97,0.81,69.56
F0110_01,Partners Group International,10,4019297.59,2022-05-08,2028-02-21,2025-03-31,CRE,,,,,,,,,Industrial,Philadelphia,507381.92,7722232.46,1.38,52.05
F0110_01,Partners Group International,9,4535970.08,2022-05-08,2028-02-21,2025-06-30,CRE,,,,,,,,,Industrial,Philadelphia,521975.59,6810319.85,1.14,66.6
F0110_01,Partners Group International,9,4925388.88,2022-05-08,2028-02-21,2025-09-30,CRE,,,,,,,,,Industrial,Philadelphia,511396.97,7644058.67,1.64,64.43
F0110_02,Partners Group International,15,16085037.07,2022-08-27,2025-02-14,2022-09-30,CRE,,,,,,,,,Industrial,Philadelphia,2277946.9,27088894.47,2.41,59.38
F0110_02,Partners Group International,16,18283273.7,2022-08-27,2025-02-14,2022-12-31,CRE,,,,,,,,,Industrial,Philadelphia,1620725.29,27115557.99,2.44,67.43
F0110_02,Partners Group International,16,16665775.98,2022-08-27,2025-02-14,2023-03-31,CRE,,,,,,,,,Industrial,Philadelphia,2119043.1,27664238.06,2.42,60.24
F0110_02,Partners Group International,16,13630310.45,2022-08-27,2025-02-14,2023-06-30,CRE,,,,,,,,,Industrial,Philadelphia,2102561.11,28666515.32,2.6,47.55
F0110_02,Partners Group International,16,16929314.72,2022-08-27,2025-02-14,2023-09-30,CRE,,,,,,,,,Industrial,Philadelphia,1908861.36,26218790.14,2.15,64.57
F0110_02,Partners Group International,16,17079845.67,2022-08-27,2025-02-14,2023-12-31,CRE,,,,,,,,,Industrial,Philadelphia,1973918.4,27830114.47,2.45,61.37
F0110_02,Partners Group International,16,16218371.57,2022-08-27,2025-02-14,2024-03-31,CRE,,,,,,,,,Industrial,Philadelphia,2110900.33,28457603.46,2.28,56.99
F0110_02,Partners Group International,16,16436245.26,2022-08-27,2025-02-14,2024-06-30,CRE,,,,,,,,,Industrial,Philadelphia,2400581.18,26360026.8,2.21,62.35
F0110_02,Partners Group International,16,15442656.42,2022-08-27,2025-02-14,2024-09-30,CRE,,,,,,,,,Industrial,Philadelphia,2079547.03,24049810.66,2.36,64.21
F0110_02,Partners Group International,15,17009718.63,2022-08-27,2025-02-14,2024-12-31,CRE,,,,,,,,,Industrial,Philadelphia,2100932.29,26428700.41,2.57,64.36
F0110_02,Partners Group International,15,16007299.22,2022-08-27,2025-02-14,2025-03-31,CRE,,,,,,,,,Industrial,Philadelphia,2086480.02,24886500.81,2.14,64.32
F0110_02,Partners Group International,16,14920687.83,2022-08-27,2025-02-14,2025-06-30,CRE,,,,,,,,,Industrial,Philadelphia,2131208.74,24329152.88,2.32,61.33
F0110_02,Partners Group International,16,15213540.07,2022-08-27,2025-02-14,2025-09-30,CRE,,,,,,,,,Industrial,Philadelphia,1921507.41,26008451.02,2.31,58.49
F0111_01,Excellence Industries Ltd,8,6737843.44,2023-10-13,2025-10-23,2023-12-31,CRE,,,,,,,,,Retail,Philadelphia,1292035.94,12713695.27,2.06,53.0
F0111_01,Excellence Industries Ltd,7,8631152.11,2023-10-13,2025-10-23,2024-03-31,CRE,,,,,,,,,Retail,Philadelphia,1332940.17,12961566.01,1.89,66.59
F0111_01,Excellence Industries Ltd,7,9226459.87,2023-10-13,2025-10-23,2024-06-30,CRE,,,,,,,,,Retail,Philadelphia,1279587.98,13867557.97,1.88,66.53
F0111_01,Excellence Industries Ltd,7,7505522.28,2023-10-13,2025-10-23,2024-09-30,CRE,,,,,,,,,Retail,Philadelphia,1307148.12,13769331.28,1.62,54.51
F0111_01,Excellence Industries Ltd,7,8832117.46,2023-10-13,2025-10-23,2024-12-31,CRE,,,,,,,,,Retail,Philadelphia,1475959.84,13391585.2,1.82,65.95
F0111_01,Excellence Industries Ltd,7,9577816.91,2023-10-13,2025-10-23,2025-03-31,CRE,,,,,,,,,Retail,Philadelphia,1445895.11,13077761.98,1.93,73.24
F0111_01,Excellence Industries Ltd,7,8411315.45,2023-10-13,2025-10-23,2025-06-30,CRE,,,,,,,,,Retail,Philadelphia,1404650.41,14201808.52,2.3,59.23
F0111_01,Excellence Industries Ltd,7,7514708.98,2023-10-13,2025-10-23,2025-09-30,CRE,,,,,,,,,Retail,Philadelphia,1393166.37,13121387.51,2.16,57.27
F0111_02,Excellence Industries Ltd,11,4891779.74,2021-03-21,2024-06-28,2021-03-31,CRE,,,,,,,,,Retail,Philadelphia,809646.47,7789555.54,2.25,62.8
F0111_02,Excellence Industries Ltd,11,4185351.51,2021-03-21,2024-06-28,2021-06-30,CRE,,,,,,,,,Retail,Philadelphia,765745.19,7917245.85,1.84,52.86
F0111_02,Excellence Industries Ltd,10,4637522.78,2021-03-21,2024-06-28,2021-09-30,CRE,,,,,,,,,Retail,Philadelphia,725356.11,7491938.98,2.06,61.9
F0111_02,Excellence Industries Ltd,10,4497952.15,2021-03-21,2024-06-28,2021-12-31,CRE,,,,,,,,,Retail,Philadelphia,571206.12,7460474.25,1.92,60.29
F0111_02,Excellence Industries Ltd,10,3379182.02,2021-03-21,2024-06-28,2022-03-31,CRE,,,,,,,,,Retail,Philadelphia,744887.18,7534148.44,2.14,44.85
F0111_02,Excellence Industries Ltd,10,4388366.84,2021-03-21,2024-06-28,2022-06-30,CRE,,,,,,,,,Retail,Philadelphia,716174.93,7854306.95,1.6,55.87
F0111_02,Excellence Industries Ltd,8,4315893.7,2021-03-21,2024-06-28,2022-09-30,CRE,,,,,,,,,Retail,Philadelphia,671781.45,7465041.97,1.92,57.81
F0111_02,Excellence Industries Ltd,8,4040728.79,2021-03-21,2024-06-28,2022-12-31,CRE,,,,,,,,,Retail,Philadelphia,738664.45,7448074.75,1.83,54.25
F0111_02,Excellence Industries Ltd,8,3794471.43,2021-03-21,2024-06-28,2023-03-31,CRE,,,,,,,,,Retail,Philadelphia,714902.96,7857876.0,2.33,48.29
F0111_02,Excellence Industries Ltd,8,4374754.9,2021-03-21,2024-06-28,2023-06-30,CRE,,,,,,,,,Retail,Philadelphia,753884.43,7686819.52,1.99,56.91
F0111_02,Excellence Industries Ltd,8,4263434.32,2021-03-21,2024-06-28,2023-09-30,CRE,,,,,,,,,Retail,Philadelphia,715028.87,7825144.21,1.82,54.48
F0111_02,Excellence Industries Ltd,9,3886257.81,2021-03-21,2024-06-28,2023-12-31,CRE,,,,,,,,,Retail,Philadelphia,575276.09,8134541.03,1.9,47.77
F0111_02,Excellence Industries Ltd,8,3718808.05,2021-03-21,2024-06-28,2024-03-31,CRE,,,,,,,,,Retail,Philadelphia,751478.15,7590570.37,1.97,48.99
F0111_02,Excellence Industries Ltd,9,3898013.74,2021-03-21,2024-06-28,2024-06-30,CRE,,,,,,,,,Retail,Philadelphia,807673.18,7765180.76,2.19,50.2
F0111_02,Excellence Industries Ltd,9,4469508.58,2021-03-21,2024-06-28,2024-09-30,CRE,,,,,,,,,Retail,Philadelphia,736610.65,7544904.35,1.72,59.24
F0111_02,Excellence Industries Ltd,9,4387494.94,2021-03-21,2024-06-28,2024-12-31,CRE,,,,,,,,,Retail,Philadelphia,639352.93,8474255.1,2.17,51.77
F0111_02,Excellence Industries Ltd,9,5224707.6,2021-03-21,2024-06-28,2025-03-31,CRE,,,,,,,,,Retail,Philadelphia,651685.68,7658203.26,2.42,68.22
F0111_02,Excellence Industries Ltd,8,3931243.98,2021-03-21,2024-06-28,2025-06-30,CRE,,,,,,,,,Retail,Philadelphia,743748.37,7819998.87,2.01,50.27
F0111_02,Excellence Industries Ltd,7,3541948.76,2021-03-21,2024-06-28,2025-09-30,CRE,,,,,,,,,Retail,Philadelphia,749460.69,7461398.99,1.85,47.47
F0111_03,Excellence Industries Ltd,7,4958971.13,2020-11-20,2022-12-15,2020-12-31,CRE,,,,,,,,,Retail,Philadelphia,703439.92,7979245.85,1.86,62.15
F0111_03,Excellence Industries Ltd,8,4192658.66,2020-11-20,2022-12-15,2021-03-31,CRE,,,,,,,,,Retail,Philadelphia,782314.2,7756689.17,1.77,54.05
F0111_03,Excellence Industries Ltd,8,4136435.34,2020-11-20,2022-12-15,2021-06-30,CRE,,,,,,,,,Retail,Philadelphia,730548.37,8357824.43,1.95,49.49
F0111_03,Excellence Industries Ltd,8,4642057.38,2020-11-20,2022-12-15,2021-09-30,CRE,,,,,,,,,Retail,Philadelphia,687818.11,8017513.72,2.52,57.9
F0111_03,Excellence Industries Ltd,7,5069665.9,2020-11-20,2022-12-15,2021-12-31,CRE,,,,,,,,,Retail,Philadelphia,760826.05,9401452.76,1.96,53.92
F0111_03,Excellence Industries Ltd,7,4244940.18,2020-11-20,2022-12-15,2022-03-31,CRE,,,,,,,,,Retail,Philadelphia,619721.19,8079961.4,1.8,52.54
F0111_03,Excellence Industries Ltd,8,4519362.62,2020-11-20,2022-12-15,2022-06-30,CRE,,,,,,,,,Retail,Philadelphia,763890.72,8672948.85,1.9,52.11
F0111_03,Excellence Industries Ltd,8,4903827.88,2020-11-20,2022-12-15,2022-09-30,CRE,,,,,,,,,Retail,Philadelphia,741521.77,8678208.12,2.07,56.51
F0111_03,Excellence Industries Ltd,9,4220003.05,2020-11-20,2022-12-15,2022-12-31,CRE,,,,,,,,,Retail,Philadelphia,680120.76,8349631.48,2.14,50.54
F0111_03,Excellence Industries Ltd,8,4416981.51,2020-11-20,2022-12-15,2023-03-31,CRE,,,,,,,,,Retail,Philadelphia,730511.18,8797029.98,1.93,50.21
F0111_03,Excellence Industries Ltd,8,5555882.87,2020-11-20,2022-12-15,2023-06-30,CRE,,,,,,,,,Retail,Philadelphia,686336.57,8287101.46,2.04,67.04
F0111_03,Excellence Industries Ltd,8,4239944.97,2020-11-20,2022-12-15,2023-09-30,CRE,,,,,,,,,Retail,Philadelphia,695120.42,8147710.91,1.83,52.04
F0111_03,Excellence Industries Ltd,8,4277189.21,2020-11-20,2022-12-15,2023-12-31,CRE,,,,,,,,,Retail,Philadelphia,756063.08,8200586.87,1.63,52.16
F0111_03,Excellence Industries Ltd,7,5472614.53,2020-11-20,2022-12-15,2024-03-31,CRE,,,,,,,,,Retail,Philadelphia,713787.07,8121209.48,2.06,67.39
F0111_03,Excellence Industries Ltd,6,5493982.76,2020-11-20,2022-12-15,2024-06-30,CRE,,,,,,,,,Retail,Philadelphia,677792.94,8221760.78,2.37,66.82
F0111_03,Excellence Industries Ltd,6,4857195.42,2020-11-20,2022-12-15,2024-09-30,CRE,,,,,,,,,Retail,Philadelphia,677750.65,8363446.54,1.64,58.08
F0111_03,Excellence Industries Ltd,6,5007716.91,2020-11-20,2022-12-15,2024-12-31,CRE,,,,,,,,,Retail,Philadelphia,737113.13,8069629.65,1.94,62.06
F0111_03,Excellence Industries Ltd,6,5651361.06,2020-11-20,2022-12-15,2025-03-31,CRE,,,,,,,,,Retail,Philadelphia,627552.49,8268311.1,1.92,68.35
F0111_03,Excellence Industries Ltd,6,4918486.85,2020-11-20,2022-12-15,2025-06-30,CRE,,,,,,,,,Retail,Philadelphia,672120.97,8584965.05,1.65,57.29
F0111_03,Excellence Industries Ltd,5,5123680.24,2020-11-20,2022-12-15,2025-09-30,CRE,,,,,,,,,Retail,Philadelphia,765114.53,8362040.04,1.69,61.27
F0112_01,Dynamic Systems Co,7,6993374.04,2022-12-23,2024-12-23,2022-12-31,CRE,,,,,,,,,Mixed Use,Dallas,1059959.2,10039393.93,2.28,69.66
F0112_01,Dynamic Systems Co,7,6106576.85,2022-12-23,2024-12-23,2023-03-31,CRE,,,,,,,,,Mixed Use,Dallas,943486.87,10750537.87,2.18,56.8
F0112_01,Dynamic Systems Co,7,6279081.47,2022-12-23,2024-12-23,2023-06-30,CRE,,,,,,,,,Mixed Use,Dallas,944018.69,10352194.82,2.25,60.65
F0112_01,Dynamic Systems Co,7,6218907.99,2022-12-23,2024-12-23,2023-09-30,CRE,,,,,,,,,Mixed Use,Dallas,1122663.25,9939290.89,1.78,62.57
F0112_01,Dynamic Systems Co,7,6419758.45,2022-12-23,2024-12-23,2023-12-31,CRE,,,,,,,,,Mixed Use,Dallas,953036.8,10427717.82,2.38,61.56
